sintomas,enfermedad
"El paciente presenta aislamiento social, pensamientos confusos, alucinaciones auditivas y delirios.",Esquizofrenia
"Se queja de comportamiento desorganizado, voces en la cabeza, agitación y falta de emoción.",Esquizofrenia
"Muestra signos de alucinaciones auditivas, habla incoherente, alucinaciones visuales, falta de emoción y pensamientos confusos.",Esquizofrenia
"El paciente presenta alucinaciones auditivas, paranoia, miedo irracional, comportamiento desorganizado y alucinaciones visuales.",Esquizofrenia
"alucinaciones auditivas, habla incoherente, delirios y aislamiento social, y además presenta otros signos.",Esquizofrenia
Experimenta agitación y alucinaciones visuales de forma recurrente.,Esquizofrenia
El paciente presenta habla incoherente y agitación.,Esquizofrenia
"Tiene síntomas como alucinaciones visuales, paranoia, agitación, comportamiento desorganizado y voces en la cabeza.",Esquizofrenia
El cuadro clínico incluye habla incoherente y alucinaciones auditivas.,Esquizofrenia
"Tiene síntomas como aislamiento social, alucinaciones visuales, delirios, miedo irracional y voces en la cabeza.",Esquizofrenia
Se queja de voces en la cabeza y aislamiento social.,Esquizofrenia
"Se queja de agitación, voces en la cabeza, delirios y pensamientos confusos.",Esquizofrenia
"Muestra signos de voces en la cabeza, miedo irracional, alucinaciones visuales, falta de emoción y delirios.",Esquizofrenia
Los síntomas incluyen comportamiento desorganizado y alucinaciones auditivas.,Esquizofrenia
"alucinaciones visuales, miedo irracional, agitación y pensamientos confusos, y además presenta otros signos.",Esquizofrenia
El paciente presenta alucinaciones auditivas y alucinaciones visuales.,Esquizofrenia
"El cuadro clínico incluye miedo irracional, delirios, comportamiento desorganizado, alucinaciones visuales y falta de emoción.",Esquizofrenia
"Se queja de pensamientos confusos, habla incoherente, alucinaciones auditivas, comportamiento desorganizado y voces en la cabeza.",Esquizofrenia
"Muestra signos de alucinaciones auditivas, aislamiento social, delirios, habla incoherente y miedo irracional.",Esquizofrenia
"Experimenta voces en la cabeza, aislamiento social y agitación de forma recurrente.",Esquizofrenia
"Muestra signos de delirios, pensamientos confusos y miedo irracional.",Esquizofrenia
"agitación y falta de emoción, y además presenta otros signos.",Esquizofrenia
"El cuadro clínico incluye falta de emoción, aislamiento social y agitación.",Esquizofrenia
"Experimenta voces en la cabeza, falta de emoción y agitación de forma recurrente.",Esquizofrenia
"Experimenta delirios, miedo irracional y alucinaciones auditivas de forma recurrente.",Esquizofrenia
Tiene síntomas como alucinaciones visuales y habla incoherente.,Esquizofrenia
"El paciente presenta pensamientos confusos, voces en la cabeza y agitación.",Esquizofrenia
"Se queja de paranoia, voces en la cabeza, aislamiento social y miedo irracional.",Esquizofrenia
"Sufre de voces en la cabeza, comportamiento desorganizado, alucinaciones auditivas, alucinaciones visuales y habla incoherente.",Esquizofrenia
"El cuadro clínico incluye habla incoherente, comportamiento desorganizado, paranoia, alucinaciones auditivas y agitación.",Esquizofrenia
"Los síntomas incluyen miedo irracional, pensamientos confusos, alucinaciones visuales y alucinaciones auditivas.",Esquizofrenia
Se queja de miedo irracional y comportamiento desorganizado.,Esquizofrenia
"Sufre de voces en la cabeza, comportamiento desorganizado, paranoia y alucinaciones auditivas.",Esquizofrenia
"Tiene síntomas como voces en la cabeza, delirios y habla incoherente.",Esquizofrenia
"Sufre de agitación, alucinaciones visuales, miedo irracional y comportamiento desorganizado.",Esquizofrenia
"Los síntomas incluyen agitación, aislamiento social y miedo irracional.",Esquizofrenia
"Reporta tener comportamiento desorganizado, delirios, paranoia, aislamiento social y habla incoherente.",Esquizofrenia
"El cuadro clínico incluye pensamientos confusos, habla incoherente y alucinaciones visuales.",Esquizofrenia
"Los síntomas incluyen delirios, agitación, habla incoherente, paranoia y falta de emoción.",Esquizofrenia
"Sufre de pensamientos confusos, alucinaciones visuales y agitación.",Esquizofrenia
"alucinaciones auditivas, aislamiento social, voces en la cabeza, delirios y habla incoherente, y además presenta otros signos.",Esquizofrenia
"Se queja de comportamiento desorganizado, alucinaciones auditivas y aislamiento social.",Esquizofrenia
Reporta tener agitación y alucinaciones auditivas.,Esquizofrenia
"Los síntomas incluyen miedo irracional, pensamientos confusos, delirios, comportamiento desorganizado y voces en la cabeza.",Esquizofrenia
"falta de aire, opresión torácica y ansiedad repentina, y además presenta otros signos.",Infarto
"Muestra signos de dolor en el pecho, náuseas, ansiedad repentina y dolor en la mandíbula.",Infarto
"Muestra signos de fatiga inusual, sudoración excesiva, falta de aire y mareos.",Infarto
"mareos, ansiedad repentina, sudoración excesiva y náuseas, y además presenta otros signos.",Infarto
"dolor en la mandíbula y falta de aire, y además presenta otros signos.",Infarto
"Los síntomas incluyen fatiga inusual, mareos y dolor en la mandíbula.",Infarto
Muestra signos de náuseas y dolor en el pecho.,Infarto
"Experimenta ansiedad repentina, falta de aire, mareos y náuseas de forma recurrente.",Infarto
"mareos, palpitaciones y opresión torácica, y además presenta otros signos.",Infarto
"Se queja de opresión torácica, falta de aire y dolor en el pecho.",Infarto
Muestra signos de mareos y opresión torácica.,Infarto
"El cuadro clínico incluye ansiedad repentina, falta de aire, palpitaciones, mareos y dolor en la mandíbula.",Infarto
"Reporta tener náuseas, ansiedad repentina, mareos, dolor en la mandíbula y dolor en el pecho.",Infarto
Se queja de mareos y dolor en la mandíbula.,Infarto
"Los síntomas incluyen palpitaciones, sudoración excesiva y dolor en el pecho.",Infarto
Muestra signos de falta de aire y ansiedad repentina.,Infarto
"Experimenta ansiedad repentina, mareos, náuseas, dolor en la mandíbula y palpitaciones de forma recurrente.",Infarto
"fatiga inusual y palpitaciones, y además presenta otros signos.",Infarto
"El paciente presenta opresión torácica, náuseas y mareos.",Infarto
"Experimenta náuseas, ansiedad repentina, opresión torácica y dolor en el pecho de forma recurrente.",Infarto
"Tiene síntomas como dolor en la mandíbula, dolor en el brazo izquierdo, sudoración excesiva, palpitaciones y falta de aire.",Infarto
"Experimenta fatiga inusual, ansiedad repentina, dolor en el pecho y dolor en el brazo izquierdo de forma recurrente.",Infarto
"Reporta tener dolor en el brazo izquierdo, náuseas, ansiedad repentina y sudoración excesiva.",Infarto
"Muestra signos de dolor en el pecho, palpitaciones, dolor en el brazo izquierdo y mareos.",Infarto
"Tiene síntomas como dolor en el brazo izquierdo, sudoración excesiva, fatiga inusual y ansiedad repentina.",Infarto
"Experimenta falta de aire, dolor en el pecho y palpitaciones de forma recurrente.",Infarto
"ansiedad repentina, dolor en la mandíbula y palpitaciones, y además presenta otros signos.",Infarto
"Tiene síntomas como fatiga inusual, ansiedad repentina, dolor en el brazo izquierdo, mareos y dolor en el pecho.",Infarto
Tiene síntomas como falta de aire y dolor en el brazo izquierdo.,Infarto
"Sufre de dolor en la mandíbula, palpitaciones, dolor en el brazo izquierdo y ansiedad repentina.",Infarto
"El cuadro clínico incluye dolor en el brazo izquierdo, sudoración excesiva, dolor en la mandíbula, mareos y fatiga inusual.",Infarto
Experimenta palpitaciones y náuseas de forma recurrente.,Infarto
El paciente presenta ansiedad repentina y opresión torácica.,Infarto
Reporta tener opresión torácica y mareos.,Infarto
"ansiedad repentina, dolor en la mandíbula, dolor en el pecho y sudoración excesiva, y además presenta otros signos.",Infarto
"Se queja de fatiga inusual, ansiedad repentina y dolor en el brazo izquierdo.",Infarto
"Sufre de fatiga inusual, mareos y dolor en el brazo izquierdo.",Infarto
Los síntomas incluyen fatiga inusual y dolor en la mandíbula.,Infarto
"El cuadro clínico incluye falta de aire, ansiedad repentina y dolor en el pecho.",Infarto
Los síntomas incluyen fatiga inusual y náuseas.,Infarto
"Reporta tener sudoración excesiva, dolor en el pecho, dolor en la mandíbula, palpitaciones y ansiedad repentina.",Infarto
"Los síntomas incluyen fatiga inusual, falta de aire, dolor en el brazo izquierdo, dolor en la mandíbula y palpitaciones.",Infarto
Muestra signos de dolor en el brazo izquierdo y palpitaciones.,Infarto
"Tiene síntomas como dolor en el pecho, dolor en la mandíbula, mareos, palpitaciones y náuseas.",Infarto
"dolor en el pecho, ansiedad repentina y palpitaciones, y además presenta otros signos.",Infarto
"Muestra signos de sudoración excesiva, dolor en el brazo izquierdo, fatiga inusual, falta de aire y dolor en el pecho.",Infarto
"Muestra signos de dolor en el pecho, náuseas, palpitaciones y sudoración excesiva.",Infarto
"Muestra signos de náuseas, dolor en la mandíbula, dolor en el brazo izquierdo, sudoración excesiva y falta de aire.",Infarto
"Experimenta ansiedad repentina, dolor en el brazo izquierdo y falta de aire de forma recurrente.",Infarto
"El paciente presenta fatiga inusual, palpitaciones, mareos y falta de aire.",Infarto
"Muestra signos de mareos, dolor en el pecho y ansiedad repentina.",Infarto
"Muestra signos de falta de aire, opresión torácica, mareos, dolor en el pecho y fatiga inusual.",Infarto
El cuadro clínico incluye falta de aire y fatiga inusual.,Infarto
"Se queja de dolor en la mandíbula, ansiedad repentina, dolor en el brazo izquierdo y fatiga inusual.",Infarto
"dolor en la mandíbula, opresión torácica, mareos y falta de aire, y además presenta otros signos.",Infarto
"Tiene síntomas como opresión torácica, dolor en el pecho y ansiedad repentina.",Infarto
"El paciente presenta falta de aire, opresión torácica y palpitaciones.",Infarto
Experimenta opresión torácica y dolor en la mandíbula de forma recurrente.,Infarto
"opresión torácica, náuseas, fatiga inusual y palpitaciones, y además presenta otros signos.",Infarto
"El paciente presenta falta de aire, dolor en la mandíbula y náuseas.",Infarto
"Se queja de opresión torácica, falta de aire, mareos y náuseas.",Infarto
Sufre de dolor en el pecho y náuseas.,Infarto
Experimenta dolor en el brazo izquierdo y náuseas de forma recurrente.,Infarto
"dolor en el brazo izquierdo, falta de aire, opresión torácica y fatiga inusual, y además presenta otros signos.",Infarto
"Tiene síntomas como ansiedad repentina, náuseas, falta de aire y dolor en la mandíbula.",Infarto
Experimenta ansiedad repentina y náuseas de forma recurrente.,Infarto
"dolor en el brazo izquierdo, mareos y falta de aire, y además presenta otros signos.",Infarto
"Tiene síntomas como ansiedad repentina, náuseas y mareos.",Infarto
"El cuadro clínico incluye fatiga inusual, falta de aire y dolor en el pecho.",Infarto
"Se queja de palpitaciones, ansiedad repentina, fatiga inusual y dolor en el pecho.",Infarto
"Muestra signos de fatiga inusual, mareos y dolor en el brazo izquierdo.",Infarto
"Los síntomas incluyen ansiedad repentina, náuseas, falta de aire, mareos y fatiga inusual.",Infarto
Los síntomas incluyen palpitaciones y sudoración excesiva.,Infarto
"El cuadro clínico incluye ansiedad repentina, dolor en la mandíbula, dolor en el brazo izquierdo y opresión torácica.",Infarto
"El paciente presenta dolor en el brazo izquierdo, náuseas, ansiedad repentina y sudoración excesiva.",Infarto
"dolor en el pecho, dolor en la mandíbula, ansiedad repentina y mareos, y además presenta otros signos.",Infarto
"Muestra signos de mareos, sudoración excesiva, dolor en la mandíbula, ansiedad repentina y dolor en el brazo izquierdo.",Infarto
El paciente presenta palpitaciones y náuseas.,Infarto
"El paciente presenta dolor en el pecho, náuseas y palpitaciones.",Infarto
"Experimenta falta de aire, náuseas, dolor en el brazo izquierdo, opresión torácica y dolor en la mandíbula de forma recurrente.",Infarto
"Experimenta náuseas, sudoración excesiva, mareos y dolor en la mandíbula de forma recurrente.",Infarto
Tiene síntomas como mareos y dolor en la mandíbula.,Infarto
"Sufre de fatiga inusual, dolor en el brazo izquierdo, mareos y ansiedad repentina.",Infarto
